id,carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
11283,0.33,Ideal,H,VVS1,61.7,56.0,4.48,4.46,2.76,4,2,6
11284,0.31,Very Good,F,VS1,61.2,55.0,4.35,4.37,2.67,3,4,4
11285,0.53,Ideal,F,VVS1,61.8,57.0,5.16,5.19,3.2,4,4,6
11286,1.25,Premium,H,VS2,60.4,59.0,6.96,6.92,4.19,1,2,3
11287,0.4,Ideal,F,VVS2,62.8,56.0,4.73,4.69,2.96,4,4,5
11288,0.8,Very Good,I,VS2,63.3,55.0,5.88,5.93,3.74,3,1,3
11289,0.59,Very Good,D,VVS2,60.6,59.0,5.44,5.49,3.31,3,5,5
11290,0.3,Good,F,SI1,63.6,55.0,4.28,4.33,2.74,2,4,2
11291,0.73,Ideal,G,SI2,61.8,56.0,5.76,5.83,3.58,4,3,0
11292,0.81,Premium,H,SI1,59.1,57.0,6.16,6.09,3.62,1,2,2
11293,0.31,Ideal,G,VS1,60.8,57.0,4.39,4.42,2.68,4,3,4
11294,0.5,Premium,E,SI1,63.0,61.0,5.07,5.03,3.18,1,6,2
11295,1.56,Very Good,H,VS1,63.9,57.0,7.3,7.37,4.69,3,2,4
11296,1.2,Very Good,F,VS1,58.7,59.0,6.89,7.07,4.1,3,4,4
11297,0.3,Ideal,I,VS2,61.5,58.0,4.28,4.31,2.64,4,1,3
11298,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,1,2,2
11299,0.99,Good,F,SI2,63.3,54.0,6.36,6.43,4.05,2,4,0
11300,0.7,Ideal,E,VS2,62.8,57.0,5.71,5.62,3.56,4,6,3
11301,0.54,Very Good,G,VVS1,60.6,55.0,5.28,5.31,3.21,3,3,6
11302,1.01,Good,D,SI1,63.9,61.0,6.28,6.31,4.02,2,5,2
11303,1.01,Ideal,E,SI2,59.6,60.0,6.52,6.6,3.91,4,6,0
11304,0.57,Ideal,D,VVS1,61.6,56.0,5.33,5.35,3.29,4,5,6
11305,1.24,Premium,E,VS1,59.9,61.0,6.99,6.96,4.18,1,6,4
11306,0.3,Premium,G,SI2,62.3,59.0,4.29,4.25,2.66,1,3,0
11307,2.03,Good,D,SI2,63.1,59.0,8.12,7.99,5.08,2,5,0
11308,1.19,Premium,I,SI1,62.2,58.0,6.77,6.73,4.2,1,1,2
11309,0.31,Very Good,I,SI1,61.4,61.0,4.34,4.39,2.68,3,1,2
11310,0.7,Premium,J,VS1,60.9,58.0,5.73,5.66,3.47,1,0,4
11311,0.31,Ideal,H,VVS1,62.0,55.0,4.34,4.37,2.7,4,2,6
11312,0.39,Ideal,F,VS1,61.6,57.0,4.7,4.72,2.9,4,4,4
11313,0.3,Ideal,G,VVS2,61.9,57.0,4.3,4.33,2.66,4,3,5
11314,0.31,Ideal,G,SI1,61.7,55.0,4.38,4.4,2.71,4,3,2
11315,0.32,Premium,G,VS2,61.5,60.0,4.42,4.4,2.71,1,3,3
11316,1.05,Ideal,I,VS1,61.5,55.0,6.56,6.61,4.05,4,1,4
11317,0.5,Premium,H,IF,61.4,61.0,5.14,5.03,3.12,1,2,7
11318,0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,4,3,3
11319,0.79,Very Good,F,SI2,62.6,57.0,5.84,5.86,3.66,3,4,0
11320,0.32,Ideal,H,SI1,61.5,55.0,4.41,4.43,2.72,4,2,2
11321,0.33,Ideal,F,VVS2,61.9,56.0,4.46,4.42,2.75,4,4,5
11322,0.7,Very Good,D,SI2,63.1,58.0,5.63,5.57,3.53,3,5,0
11323,1.0,Ideal,D,SI1,59.9,56.0,6.51,6.54,3.91,4,5,2
11324,1.21,Premium,G,VS1,62.7,58.0,6.79,6.74,4.24,1,3,4
11325,0.48,Ideal,I,VS1,62.2,54.0,5.03,5.06,3.14,4,1,4
11326,1.06,Very Good,H,VS2,60.7,59.0,6.56,6.63,4.0,3,2,3
11327,0.42,Premium,E,SI1,62.5,55.0,4.83,4.8,3.01,1,6,2
11328,0.3,Premium,H,SI1,62.9,59.0,4.28,4.24,2.68,1,2,2
11329,1.06,Ideal,G,VVS2,61.0,57.0,6.55,6.57,4.0,4,3,5
11330,0.31,Ideal,D,VVS2,61.0,55.0,4.38,4.41,2.68,4,5,5
11331,1.04,Ideal,I,SI1,61.7,55.0,6.5,6.54,4.02,4,1,2
11332,0.32,Ideal,G,VS2,62.5,56.0,4.42,4.38,2.75,4,3,3
11333,1.2,Premium,F,VS2,62.1,54.0,6.77,6.73,4.19,1,4,3
11334,0.35,Premium,G,VS1,62.9,58.0,4.49,4.48,2.82,1,3,4
11335,0.4,Ideal,E,VVS2,61.5,55.0,4.77,4.79,2.94,4,6,5
11336,0.33,Ideal,G,VVS1,61.0,56.0,4.49,4.52,2.75,4,3,6
11337,0.38,Ideal,D,VVS2,61.5,56.0,4.66,4.64,2.86,4,5,5
11338,0.53,Ideal,G,VS2,61.8,56.0,5.21,5.18,3.21,4,3,3
11339,1.24,Premium,F,SI2,62.7,59.0,6.83,6.77,4.26,1,4,0
11340,1.0,Good,E,VVS1,64.1,62.0,6.29,6.26,4.02,2,6,6
11341,0.33,Ideal,D,VS2,60.3,55.0,4.5,4.52,2.72,4,5,3
11342,1.0,Premium,F,SI1,59.4,62.0,6.55,6.52,3.88,1,4,2
11343,0.31,Ideal,E,SI1,61.5,55.0,4.39,4.42,2.71,4,6,2
11344,0.91,Fair,J,VS2,65.4,60.0,6.04,6.0,3.94,0,0,3
11345,0.83,Ideal,F,SI1,62.2,55.0,6.01,6.03,3.74,4,4,2
11346,0.75,Premium,G,VS2,61.7,58.0,5.85,5.79,3.59,1,3,3
11347,0.7,Ideal,G,VS2,62.7,54.0,5.65,5.7,3.65,4,3,3
11348,0.31,Ideal,G,VVS2,61.9,55.0,4.36,4.33,2.69,4,3,5
11349,0.9,Very Good,D,SI1,59.6,62.0,6.19,6.22,3.7,3,5,2
11350,1.01,Premium,F,SI2,61.3,60.0,6.4,6.43,3.93,1,4,0
11351,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,4,5,2
11352,1.04,Very Good,G,SI2,60.9,58.0,6.52,6.58,3.99,3,3,0
11353,0.72,Ideal,H,VS2,60.1,56.0,5.85,5.88,3.52,4,2,3
11354,0.3,Good,E,SI1,63.7,59.0,4.21,4.27,2.7,2,6,2
11355,0.84,Good,F,I1,60.8,64.0,6.05,6.03,3.67,2,4,1
11356,0.71,Good,E,VS2,59.2,61.0,5.8,5.88,3.46,2,6,3
11357,0.96,Premium,I,SI2,62.7,58.0,6.24,6.2,3.9,1,1,0
11358,1.05,Ideal,D,SI2,62.1,58.0,6.49,6.52,4.04,4,5,0
11359,1.03,Premium,J,SI2,62.2,59.0,6.42,6.4,3.99,1,0,0
11360,1.15,Ideal,G,VVS1,60.6,56.0,6.83,6.8,4.13,4,3,6
11361,0.34,Premium,I,VVS1,61.9,58.0,4.52,4.43,2.77,1,1,6
11362,1.01,Very Good,F,VS2,62.9,56.0,6.38,6.41,4.02,3,4,3
11363,0.24,Ideal,G,VVS2,61.2,56.0,3.99,4.02,2.45,4,3,5
11364,0.43,Very Good,I,IF,61.0,56.0,4.9,4.93,3.0,3,1,7
11365,0.3,Ideal,E,VS1,60.7,57.0,4.36,4.31,2.63,4,6,4
11366,0.5,Fair,H,VS1,66.6,58.0,4.95,4.84,3.26,0,2,4
11367,1.77,Premium,I,VS2,62.3,58.0,7.74,7.68,4.8,1,1,3
11368,1.11,Ideal,F,VS2,60.9,57.0,6.69,6.75,4.09,4,4,3
11369,0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,3,1,2
11370,0.55,Ideal,G,VS2,62.4,56.0,5.25,5.23,3.27,4,3,3
11371,2.17,Very Good,J,SI2,60.8,59.0,8.37,8.41,5.1,3,0,0
11372,1.05,Premium,E,SI2,59.5,59.0,6.65,6.59,3.94,1,6,0
11373,0.73,Premium,F,SI2,61.4,58.0,5.83,5.8,3.57,1,4,0
11374,2.14,Premium,I,SI2,62.1,58.0,8.31,8.23,5.13,1,1,0
11375,0.3,Premium,D,SI1,62.3,58.0,4.32,4.28,2.68,1,5,2
11376,1.56,Ideal,F,SI2,61.6,56.0,7.45,7.41,4.58,4,4,0
11377,1.7,Premium,I,VS2,61.2,59.0,7.55,7.62,4.64,1,1,3
11378,0.47,Very Good,J,VS1,63.0,60.0,4.92,4.95,3.11,3,0,4
11379,0.7,Ideal,G,SI2,62.4,56.0,5.65,5.67,3.53,4,3,0
11380,1.24,Premium,D,SI1,59.3,60.0,7.05,7.01,4.16,1,5,2
11381,0.45,Ideal,G,SI1,62.0,54.0,4.95,4.98,3.08,4,3,2
11382,0.54,Ideal,F,VVS2,61.4,56.0,5.27,5.29,3.24,4,4,5
11383,1.52,Very Good,D,SI2,58.6,59.0,7.43,7.48,4.37,3,5,0
11384,0.4,Very Good,E,SI1,63.0,57.0,4.68,4.71,2.96,3,6,2
11385,0.58,Ideal,G,VS2,60.0,56.0,5.45,5.48,3.28,4,3,3
11386,0.8,Ideal,F,VS1,61.6,54.0,5.95,5.99,3.68,4,4,4
11387,2.48,Very Good,H,SI2,63.3,56.0,8.6,8.55,5.43,3,2,0
11388,0.53,Ideal,G,SI1,61.0,56.0,5.23,5.26,3.2,4,3,2
11389,0.52,Good,F,SI1,65.5,66.0,4.92,4.98,3.24,2,4,2
11390,0.71,Ideal,H,SI1,61.1,57.0,5.71,5.75,3.5,4,2,2
11391,0.72,Ideal,F,SI1,61.8,57.0,5.68,5.74,3.53,4,4,2
11392,0.78,Premium,E,VS2,62.6,57.0,5.91,5.85,3.68,1,6,3
11393,0.52,Ideal,F,SI2,61.3,55.0,5.18,5.2,3.18,4,4,0
11394,1.02,Ideal,G,SI2,61.4,56.0,6.52,6.47,3.99,4,3,0
11395,0.31,Premium,G,VVS1,60.5,60.0,4.33,4.4,2.64,1,3,6
11396,0.26,Ideal,G,VVS2,62.3,56.0,4.07,4.1,2.54,4,3,5
11397,0.5,Very Good,G,SI1,60.0,63.0,5.1,5.06,3.05,3,3,2
11398,0.72,Very Good,G,SI2,62.1,59.0,5.66,5.73,3.54,3,3,0
11399,1.02,Ideal,H,SI2,61.0,58.0,6.5,6.54,3.98,4,2,0
11400,0.3,Ideal,G,IF,62.1,53.0,4.3,4.33,2.68,4,3,7
11401,1.33,Ideal,G,VVS2,61.7,58.0,7.04,7.07,4.35,4,3,5
11402,0.9,Good,G,SI1,63.7,58.0,6.12,6.09,3.89,2,3,2
11403,0.44,Premium,E,SI1,62.9,58.0,4.88,4.85,3.06,1,6,2
11404,0.3,Very Good,J,VS1,63.0,59.0,4.24,4.27,2.68,3,0,4
11405,0.8,Very Good,J,VS1,62.7,58.0,5.91,5.95,3.72,3,0,4
11406,0.25,Ideal,H,IF,61.4,57.0,4.05,4.08,2.49,4,2,7
11407,0.9,Ideal,E,SI1,61.7,57.0,6.18,6.24,3.83,4,6,2
11408,0.42,Ideal,H,VS1,62.4,57.0,4.76,4.79,2.98,4,2,4
11409,1.27,Very Good,I,I1,60.2,62.0,7.0,7.05,4.23,3,1,1
11410,0.57,Ideal,H,SI1,59.3,60.0,5.44,5.48,3.24,4,2,2
11411,1.02,Ideal,E,SI2,61.6,56.0,6.55,6.48,3.99,4,6,0
11412,1.12,Ideal,F,VS2,61.2,56.0,6.67,6.73,4.11,4,4,3
11413,0.31,Ideal,D,IF,60.5,57.0,4.39,4.41,2.66,4,5,7
11414,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,2,2,0
11415,0.58,Ideal,E,SI2,62.7,56.0,5.29,5.34,3.33,4,6,0
11416,0.38,Very Good,I,VS2,61.5,58.0,4.61,4.62,2.84,3,1,3
11417,1.06,Ideal,F,SI1,61.9,57.0,6.57,6.54,4.06,4,4,2
11418,0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,1,6,2
11419,1.0,Premium,G,VS2,63.0,58.0,6.4,6.33,4.01,1,3,3
11420,0.56,Premium,E,VS1,62.6,58.0,5.28,5.23,3.29,1,6,4
11421,0.3,Premium,G,SI2,62.5,59.0,4.31,4.27,2.68,1,3,0
11422,2.0,Good,I,VS1,58.8,65.0,8.1,8.03,4.74,2,1,4
11423,0.58,Ideal,E,VS1,61.8,57.0,5.33,5.35,3.3,4,6,4
11424,0.38,Premium,G,VS2,60.4,57.0,4.7,4.67,2.83,1,3,3
11425,1.52,Premium,E,SI1,62.4,59.0,7.37,7.34,4.59,1,6,2
11426,1.5,Ideal,I,VS1,62.2,54.0,7.33,7.4,4.57,4,1,4
11427,1.2,Ideal,H,SI1,61.3,57.0,6.81,6.85,4.19,4,2,2
11428,0.73,Very Good,H,VS2,61.3,60.0,5.72,5.79,3.53,3,2,3
11429,0.34,Ideal,G,IF,61.9,55.0,4.51,4.54,2.8,4,3,7
11430,0.32,Good,I,SI1,63.9,55.0,4.34,4.36,2.78,2,1,2
11431,1.02,Ideal,G,SI1,62.2,56.0,6.44,6.46,4.01,4,3,2
11432,2.12,Ideal,H,SI2,62.4,57.0,8.19,8.16,5.1,4,2,0
11433,1.11,Premium,G,SI2,60.7,56.0,6.73,6.68,4.07,1,3,0
11434,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,1,2,3
11435,1.01,Good,E,SI2,63.3,58.0,6.37,6.39,4.04,2,6,0
11436,0.42,Very Good,E,VS2,62.8,59.0,4.76,4.8,3.0,3,6,3
11437,0.3,Good,D,SI2,63.2,57.0,4.21,4.24,2.67,2,5,0
11438,0.71,Ideal,E,VS2,61.6,57.0,5.71,5.79,3.54,4,6,3
11439,0.51,Very Good,F,SI1,62.5,59.0,5.08,5.1,3.18,3,4,2
11440,0.31,Ideal,F,IF,62.1,54.0,4.33,4.37,2.7,4,4,7
11441,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,4,2,3
11442,0.42,Ideal,D,VS1,62.1,56.0,4.78,4.82,2.98,4,5,4
11443,0.5,Good,D,SI1,63.2,57.0,5.02,5.07,3.19,2,5,2
11444,0.32,Ideal,E,VVS2,62.2,53.0,4.39,4.42,2.74,4,6,5
11445,0.54,Ideal,E,VS1,61.0,56.0,5.24,5.35,3.23,4,6,4
11446,0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,4,5,3
11447,0.43,Very Good,H,SI1,60.2,57.0,4.91,4.93,2.96,3,2,2
11448,1.23,Premium,H,SI2,62.1,61.0,6.86,6.79,4.24,1,2,0
11449,0.5,Fair,F,VS2,64.6,58.0,5.01,4.99,3.23,0,4,3
11450,0.71,Ideal,I,VVS2,62.4,54.0,5.72,5.75,3.58,4,1,5
11451,0.91,Ideal,G,VS2,62.3,57.0,6.18,6.24,3.87,4,3,3
11452,0.25,Very Good,F,VVS2,61.2,55.0,4.1,4.14,2.52,3,4,5
11453,1.09,Very Good,H,SI1,62.5,57.0,6.49,6.54,4.07,3,2,2
11454,1.03,Premium,E,SI2,61.7,61.0,6.49,6.45,3.99,1,6,0
11455,0.32,Good,G,VS2,63.1,57.0,4.3,4.35,2.73,2,3,3
11456,1.06,Ideal,G,VS2,61.9,55.0,6.54,6.57,4.06,4,3,3
11457,0.57,Ideal,E,VS1,61.3,57.0,5.34,5.37,3.28,4,6,4
11458,0.71,Ideal,G,VS1,62.6,57.0,5.67,5.7,3.56,4,3,4
11459,0.53,Very Good,G,VVS2,62.2,54.0,5.19,5.23,3.23,3,3,5
11460,1.09,Ideal,H,SI1,62.5,56.0,6.53,6.58,4.1,4,2,2
11461,2.04,Very Good,I,VS2,61.0,61.0,8.08,8.14,4.95,3,1,3
11462,0.72,Ideal,E,SI2,62.7,57.0,5.71,5.78,3.6,4,6,0
11463,0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,3,5,3
11464,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,2,0,0
11465,0.63,Very Good,G,SI2,63.3,59.0,5.51,5.31,3.45,3,3,0
11466,0.59,Ideal,F,VVS2,62.0,54.0,5.36,5.38,3.33,4,4,5
11467,0.86,Premium,F,SI1,62.6,58.0,6.01,6.06,3.78,1,4,2
11468,0.8,Very Good,D,VS2,60.6,63.0,5.94,5.9,3.59,3,5,3
11469,0.5,Ideal,E,SI1,62.2,57.0,5.05,5.08,3.15,4,6,2
11470,1.51,Ideal,J,VS2,62.4,57.0,7.35,7.3,4.57,4,0,3
11471,0.52,Very Good,D,SI1,60.5,61.0,5.19,5.23,3.15,3,5,2
11472,0.59,Very Good,F,VS2,60.1,57.0,5.44,5.48,3.28,3,4,3
11473,0.99,Very Good,D,SI2,62.5,57.0,6.3,6.34,3.95,3,5,0
11474,0.29,Ideal,G,VS1,61.9,55.0,4.25,4.28,2.64,4,3,4
11475,1.86,Very Good,H,SI2,62.3,57.0,7.82,7.85,4.88,3,2,0
11476,0.55,Ideal,E,VS1,62.0,56.0,5.27,5.24,3.26,4,6,4
11477,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,4,5,2
11478,0.71,Fair,F,SI1,59.8,70.0,5.89,5.72,3.48,0,4,2
11479,0.32,Very Good,D,SI1,60.0,56.0,4.5,4.53,2.71,3,5,2
11480,0.32,Premium,G,SI1,62.6,58.0,4.35,4.31,2.71,1,3,2
11481,0.43,Very Good,D,SI1,61.0,57.0,4.85,4.88,2.97,3,5,2
11482,1.01,Very Good,G,IF,63.0,60.0,6.31,6.35,3.99,3,3,7
11483,0.59,Very Good,I,VS2,63.4,56.0,5.37,5.33,3.39,3,1,3
11484,0.36,Ideal,D,VVS2,61.9,53.0,4.57,4.6,2.84,4,5,5
11485,0.43,Very Good,D,VS1,61.2,58.0,4.82,4.88,2.97,3,5,4
11486,0.34,Good,E,SI1,63.9,56.0,4.44,4.48,2.85,2,6,2
11487,1.51,Premium,E,VS2,62.6,60.0,7.28,7.22,4.54,1,6,3
11488,1.16,Ideal,F,SI1,62.6,58.0,6.68,6.73,4.2,4,4,2
11489,1.14,Ideal,E,VVS2,62.3,55.0,6.71,6.68,4.17,4,6,5
11490,1.0,Premium,F,VVS2,60.6,54.0,6.56,6.52,3.96,1,4,5
11491,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,2,5,2
11492,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,1,4,2
11493,2.09,Premium,H,SI2,62.1,58.0,8.22,8.17,5.09,1,2,0
11494,0.9,Very Good,G,SI1,61.6,59.0,6.13,6.19,3.8,3,3,2
11495,0.91,Premium,I,SI1,60.8,59.0,6.23,6.2,3.78,1,1,2
11496,1.25,Premium,J,SI1,61.8,55.0,6.91,6.82,4.24,1,0,2
11497,0.39,Ideal,F,VVS1,62.3,55.0,4.67,4.7,2.92,4,4,6
11498,1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,4,6,5
11499,0.46,Very Good,F,SI2,62.6,58.0,4.88,4.96,3.08,3,4,0
11500,0.7,Premium,F,SI1,62.1,59.0,5.68,5.72,3.54,1,4,2
11501,0.84,Good,E,SI1,61.9,61.0,6.03,6.05,3.74,2,6,2
11502,1.16,Premium,G,VS1,61.9,58.0,6.76,6.72,4.17,1,3,4
11503,1.0,Good,D,SI2,63.5,59.0,6.32,6.35,4.02,2,5,0
11504,2.01,Good,I,VS2,59.0,64.0,8.25,8.19,4.85,2,1,3
11505,0.47,Very Good,J,SI1,62.4,58.0,4.94,4.99,3.1,3,0,2
11506,0.3,Premium,D,SI2,61.8,58.0,4.32,4.29,2.66,1,5,0
11507,0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,1,2,4
11508,0.5,Very Good,D,SI1,62.8,53.0,5.04,5.08,3.18,3,5,2
11509,0.3,Ideal,E,VVS1,61.2,57.0,4.36,4.33,2.66,4,6,6
11510,1.22,Good,G,SI2,64.0,61.0,6.75,6.68,4.3,2,3,0
11511,0.3,Ideal,E,VVS1,61.5,57.0,4.33,4.35,2.67,4,6,6
11512,1.22,Ideal,F,VS1,61.5,56.0,6.89,6.84,4.22,4,4,4
11513,0.38,Ideal,D,VVS2,61.5,57.0,4.67,4.63,2.86,4,5,5
11514,0.4,Good,H,SI2,63.7,59.0,4.64,4.69,2.97,2,2,0
11515,0.24,Very Good,E,VVS1,62.2,59.0,3.99,4.02,2.49,3,6,6
11516,0.23,Very Good,E,VVS1,62.6,58.0,3.96,4.0,2.49,3,6,6
11517,0.91,Fair,E,VVS2,63.1,55.0,6.13,6.0,3.83,0,6,5
11518,0.31,Ideal,E,VS2,61.5,55.0,4.41,4.37,2.7,4,6,3
11519,0.41,Premium,F,VS2,62.6,57.0,4.74,4.71,2.96,1,4,3
11520,0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,2,4,2
11521,0.3,Very Good,I,VVS2,62.1,56.0,4.27,4.31,2.66,3,1,5
11522,1.01,Very Good,I,SI2,59.2,59.0,6.52,6.62,3.89,3,1,0
11523,0.71,Ideal,E,SI1,60.3,57.0,5.77,5.81,3.49,4,6,2
11524,0.36,Very Good,G,VS1,60.7,57.1,4.57,4.65,2.79,3,3,4
11525,1.34,Ideal,D,I1,61.7,55.0,7.12,7.08,4.38,4,5,1
11526,0.9,Ideal,G,VS2,60.8,57.0,6.26,6.17,3.78,4,3,3
11527,1.0,Very Good,G,VS2,63.4,57.0,6.31,6.27,3.99,3,3,3
11528,0.92,Very Good,H,VS2,63.4,57.0,6.17,6.11,3.89,3,2,3
11529,1.08,Very Good,G,VS2,63.2,60.0,6.53,6.44,4.1,3,3,3
11530,1.08,Premium,F,SI1,62.1,58.0,6.61,6.57,4.09,1,4,2
11531,0.25,Ideal,G,VVS2,62.1,56.0,4.02,4.05,2.5,4,3,5
11532,1.56,Premium,H,SI2,58.8,59.0,7.64,7.6,4.48,1,2,0
11533,0.91,Fair,H,SI1,64.4,60.0,6.1,6.07,3.92,0,2,2
11534,0.24,Very Good,E,VVS1,61.5,59.0,3.99,4.01,2.46,3,6,6
11535,0.9,Good,E,SI1,62.4,62.0,6.13,6.17,3.84,2,6,2
11536,1.0,Very Good,E,SI2,62.5,59.0,6.31,6.37,3.96,3,6,0
11537,0.41,Ideal,G,VS1,61.9,57.0,4.81,4.76,2.96,4,3,4
11538,0.9,Premium,H,SI1,60.0,56.0,6.33,6.27,3.78,1,2,2
11539,0.41,Ideal,E,VS2,61.8,54.0,4.76,4.79,2.95,4,6,3
11540,1.35,Ideal,G,IF,62.2,57.0,7.07,7.11,4.41,4,3,7
11541,0.31,Ideal,H,VVS2,62.6,56.0,4.32,4.37,2.72,4,2,5
11542,1.01,Premium,G,VS2,62.4,59.0,6.45,6.41,4.01,1,3,3
11543,0.51,Very Good,E,VS2,63.3,56.0,5.12,5.08,3.23,3,6,3
11544,0.9,Fair,G,SI1,65.4,59.0,6.04,6.0,3.94,0,3,2
11545,0.52,Premium,F,VVS2,61.8,60.0,5.16,5.13,3.18,1,4,5
11546,0.31,Ideal,G,VS2,60.8,56.0,4.4,4.42,2.68,4,3,3
11547,1.05,Good,H,VS2,63.7,58.0,6.45,6.4,4.09,2,2,3
11548,1.14,Ideal,I,SI1,60.8,58.0,6.71,6.74,4.09,4,1,2
11549,0.33,Very Good,D,VS1,60.1,59.0,4.46,4.49,2.69,3,5,4
11550,1.04,Premium,F,SI1,59.8,59.0,6.61,6.56,3.94,1,4,2
11551,0.24,Premium,D,VVS2,58.8,58.0,4.08,4.05,2.39,1,5,5
11552,1.0,Very Good,G,VS2,63.1,61.0,6.38,6.33,4.01,3,3,3
11553,0.41,Ideal,D,VVS1,62.7,56.0,4.77,4.74,2.98,4,5,6
11554,0.6,Ideal,F,VS1,61.9,55.0,5.4,5.42,3.35,4,4,4
11555,0.52,Ideal,G,VVS1,62.0,55.0,5.15,5.18,3.2,4,3,6
11556,0.41,Very Good,D,SI2,62.3,61.0,4.72,4.75,2.95,3,5,0
11557,0.35,Ideal,F,VS2,62.5,57.0,4.53,4.5,2.82,4,4,3
11558,0.44,Very Good,E,SI1,63.2,53.0,4.87,4.84,3.07,3,6,2
11559,0.91,Very Good,D,VS2,59.6,58.0,6.32,6.34,3.77,3,5,3
11560,0.43,Ideal,H,VVS2,61.3,56.0,4.86,4.9,2.99,4,2,5
11561,1.5,Ideal,F,SI1,62.7,56.0,7.25,7.35,4.58,4,4,2
11562,1.38,Ideal,I,SI2,61.8,57.0,7.14,7.1,4.4,4,1,0
11563,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,4,6,6
11564,0.54,Ideal,H,SI1,62.5,53.0,5.22,5.25,3.27,4,2,2
11565,0.42,Very Good,E,SI2,58.8,60.0,4.86,4.9,2.87,3,6,0
11566,0.35,Ideal,D,VS2,60.5,56.0,4.63,4.6,2.79,4,5,3
11567,0.31,Good,H,SI1,64.0,54.0,4.29,4.31,2.75,2,2,2
11568,0.7,Premium,F,VVS2,62.6,59.0,5.66,5.62,3.53,1,4,5
11569,0.71,Good,I,VS2,61.1,60.6,5.71,5.74,3.49,2,1,3
11570,0.52,Premium,H,SI2,60.9,61.0,5.15,5.1,3.12,1,2,0
11571,0.5,Premium,D,VS2,62.9,61.0,5.03,4.96,3.14,1,5,3
11572,0.7,Fair,F,SI2,64.6,57.0,5.6,5.57,3.61,0,4,0
11573,0.63,Premium,F,SI1,60.9,56.0,5.58,5.56,3.39,1,4,2
11574,0.53,Ideal,F,VS1,62.1,57.0,5.21,5.16,3.22,4,4,4
11575,1.23,Good,H,SI2,63.8,57.4,6.72,6.78,4.31,2,2,0
11576,2.01,Very Good,I,SI1,63.5,55.0,8.07,8.01,5.11,3,1,2
11577,0.36,Premium,H,VS1,60.5,59.0,4.6,4.63,2.79,1,2,4
11578,0.74,Ideal,G,VS1,61.2,56.0,5.83,5.86,3.58,4,3,4
11579,0.53,Ideal,H,SI1,61.0,56.0,5.23,5.26,3.2,4,2,2
11580,1.5,Premium,H,SI1,62.4,58.0,7.33,7.28,4.56,1,2,2
11581,0.41,Ideal,D,VS1,62.8,57.0,4.76,4.73,2.98,4,5,4
11582,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,4,6,4
11583,0.8,Ideal,D,SI2,61.9,54.0,5.98,5.96,3.7,4,5,0
11584,1.01,Premium,E,SI1,62.8,60.0,6.39,6.38,4.01,1,6,2
11585,0.57,Ideal,H,VS2,61.7,55.0,5.37,5.34,3.3,4,2,3
11586,0.91,Good,G,VS2,63.6,58.0,6.14,6.1,3.89,2,3,3
11587,0.31,Premium,E,VS2,60.5,60.0,4.34,4.39,2.64,1,6,3
11588,0.38,Ideal,E,VVS2,61.9,57.0,4.63,4.65,2.87,4,6,5
11589,0.26,Ideal,F,VS2,62.3,56.0,4.1,4.12,2.56,4,4,3
11590,0.72,Ideal,H,SI1,61.7,54.0,5.77,5.81,3.57,4,2,2
11591,0.93,Premium,G,SI2,61.7,60.0,6.25,6.2,3.84,1,3,0
11592,0.61,Good,G,VS2,59.9,61.0,5.48,5.6,3.32,2,3,3
11593,0.6,Premium,G,SI1,60.8,58.0,5.44,5.39,3.29,1,3,2
11594,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,4,4,3
11595,0.29,Ideal,H,IF,62.1,55.0,4.26,4.29,2.65,4,2,7
11596,0.35,Premium,G,VS1,61.2,58.0,4.54,4.51,2.77,1,3,4
11597,1.15,Very Good,F,SI2,63.1,63.0,6.67,6.57,4.18,3,4,0
11598,0.3,Very Good,J,VS1,61.1,61.0,4.33,4.38,2.66,3,0,4
11599,1.1,Ideal,D,VVS2,61.0,56.0,6.67,6.73,4.09,4,5,5
11600,0.3,Good,D,SI2,60.8,65.0,4.29,4.26,2.6,2,5,0
11601,2.1,Good,I,SI2,62.9,64.0,8.15,8.1,5.11,2,1,0
